id,agent_id,selling_agent_id,product_id,created_at,updated_at,deleted_at,date,full_name,unit_holder_id,current_nav,run_nav_value,beginning_unit,subscription_unit,redeem_unit,dividend_unit,ending_unit,capital,beginning_balance,ending_balance,profit_or_loss,profit_or_loss_in_percent,is_deleted
1000042051,13,13,10,2026-01-18 02:00:00,2026-01-25 02:00:00,2026-01-25 02:00:00,2026-01-17,Customer 0274,100274,1625.933,1625.1031,197655.748,0.0,0.0,0.0,197655.748,344968577,321375003.3274,321375003.3274,-23593573.67,-6.8393,True
1000081144,2,2,6,2026-01-25 02:00:00,2026-01-25 02:00:00,,2026-01-18,Customer 0252,100252,1054.5812,1054.3747,393091.8541,0.0,0.0,0.0,393091.8541,412785756,414401698.9748,414401698.9748,1615942.97,0.3915,False
1000004193,18,18,7,2026-01-06 02:00:00,2026-01-06 02:00:00,,2026-01-05,Customer 0024,100024,1081.5527,1080.7025,343163.8056,0.0,0.0,0.0,343163.8056,370702701,371149740.4896,371149740.4896,447039.49,0.1206,False
1000073338,2,2,6,2026-01-24 02:00:00,2026-01-25 02:00:00,2026-01-25 02:00:00,2026-01-23,Institution 0480,100480,1054.8026,1054.4599,2972416.2442,0.0,0.0,0.0,2972416.2442,3118690355,3135312382.6701,3135312382.6701,16622027.67,0.533,True
1000023791,10,10,4,2026-02-14 02:00:00,2026-02-14 02:00:00,,2026-02-13,Customer 0155,100155,1418.35,1418.3041,276019.8722,0.0,0.0,0.0,276019.8722,389539897.12,391492785.7244,391492785.7244,1952888.61,0.5013,False
1000076703,9,9,9,2026-02-01 02:00:00,2026-02-01 02:00:00,,2026-01-31,Institution 0496,100496,1470211.9598,1470954.7157,967.1452,0.0,0.0,0.0,967.1452,1407130906,1421908485.0045,1421908485.0045,14777579.0,1.0502,False
1000059898,12,12,7,2026-02-11 02:00:00,2026-02-11 02:00:00,,2026-02-10,Customer 0395,100395,1093.7884,1094.2001,94710.6554,0.0,0.0,0.0,94710.6554,102821595,103593416.1882,103593416.1882,771821.19,0.7506,False
1000062289,17,17,6,2026-02-04 02:00:00,2026-02-04 02:00:00,,2026-02-03,Customer 0410,100410,1058.3918,1059.4494,413563.8561,0.0,0.0,0.0,413563.8561,433542828,437712594.0311,437712594.0311,4169766.03,0.9618,False
1000069259,17,17,6,2026-01-06 02:00:00,2026-01-06 02:00:00,,2026-01-05,Customer 0456,100456,1051.4314,1051.3693,129326.4451,0.0,0.0,0.0,129326.4451,135805700,135977885.229,135977885.229,172185.23,0.1268,False
1000084445,3,3,3,2026-01-25 02:00:00,2026-01-25 02:00:00,,2026-01-18,Institution 0481,100481,1335.3609,1334.5414,472964.7437,0.0,0.0,0.0,472964.7437,627033009,630626812.9484,630626812.9484,3593803.95,0.5731,False
1000020139,1,1,5,2026-01-07 02:00:00,2026-01-07 02:00:00,,2026-01-06,Customer 0136,100136,1598.4852,1597.8695,126707.3443,0.0,0.0,0.0,126707.3443,205322916,202539814.5249,202539814.5249,-2783101.48,-1.3555,False
1000010633,4,4,1,2026-02-20 02:00:00,2026-02-20 02:00:00,,2026-02-19,Customer 0071,100071,2166.2595,2164.3675,4740.8321,0.0,0.0,0.0,4740.8321,10192789,10269872.5594,10269872.5594,77083.56,0.7563,False
1000045816,7,7,1,2026-01-10 02:00:00,2026-01-10 02:00:00,,2026-01-09,Customer 0299,100299,2063.3763,2062.3802,168268.3313,0.0,0.0,0.0,168268.3313,361229066,347200886.7826,347200886.7826,-14028179.22,-3.8835,False
1000080154,12,12,7,2026-01-25 02:00:00,2026-01-25 02:00:00,,2026-01-16,Customer 0185,100185,1088.0861,1089.0185,309761.8736,0.0,0.0,0.0,309761.8736,334620264,338038241.6826,338038241.6826,3417977.68,1.0214,False
1000053928,13,13,1,2026-02-15 02:00:00,2026-02-15 02:00:00,,2026-02-14,Customer 0354,100354,2156.0734,2156.0794,5146.5921,0.0,0.0,0.0,5146.5921,11065173,11096430.3124,11096430.3124,31257.31,0.2825,False
1000084056,17,17,6,2026-01-25 02:00:00,2026-01-25 02:00:00,,2026-01-16,Customer 0456,100456,1053.7002,1052.8212,128927.1021,0.0,0.0,172.0734,129099.1755,135386349.92,136075419.4819,136257033.4304,870683.51,0.6431,False
1000048600,12,12,3,2026-01-07 02:00:00,2026-01-07 02:00:00,,2026-01-06,Customer 0321,100321,1319.6934,1320.8152,195658.7826,0.0,0.0,0.0,195658.7826,259394631,258209604.0175,258209604.0175,-1185026.98,-0.4568,False
1000058978,10,10,8,2026-01-17 02:00:00,2026-01-25 02:00:00,2026-01-25 02:00:00,2026-01-16,Customer 0390,100390,1204.2736,1204.2196,55313.8483,0.0,0.0,0.0,55313.8483,66376618,66613007.2622,66613007.2622,236389.26,0.3561,True
1000001394,11,11,3,2026-02-07 02:00:00,2026-02-07 02:00:00,,2026-02-06,Customer 0010,100010,1316.3646,1316.5164,73816.3053,0.0,0.0,0.0,73816.3053,97813690,97169171.2365,97169171.2365,-644518.76,-0.6589,False
1000060746,15,15,7,2026-02-08 02:00:00,2026-02-08 02:00:00,,2026-02-07,Customer 0400,100400,1093.0037,1092.6638,448943.155,0.0,0.0,0.0,448943.155,485097623,490696529.5377,490696529.5377,5598906.54,1.1542,False
1000069789,19,19,1,2026-01-06 02:00:00,2026-01-06 02:00:00,,2026-01-05,Customer 0460,100460,2059.8479,2060.2395,127151.2223,0.0,0.0,0.0,127151.2223,273375128,261912178.2898,261912178.2898,-11462949.71,-4.1931,False
1000079024,1,1,4,2026-01-25 02:00:00,2026-01-25 02:00:00,,2026-01-22,Customer 0108,100108,1422.9616,1422.6283,151596.8919,0.0,0.0,0.0,151596.8919,213781937,216757927.0262,216757927.0262,2975990.03,1.3921,False
1000038147,11,11,2,2026-02-04 02:00:00,2026-02-04 02:00:00,,2026-02-03,Customer 0248,100248,1809.6018,1808.8409,88202.642,0.0,0.0,0.0,88202.642,165424055,159611659.6595,159611659.6595,-5812395.34,-3.5136,False
1000045213,16,16,4,2026-01-18 02:00:00,2026-01-25 02:00:00,2026-01-25 02:00:00,2026-01-17,Customer 0294,100294,1419.0852,1418.5464,292019.0228,0.0,0.0,0.0,292019.0228,411805226,414399873.4217,414399873.4217,2594647.42,0.6301,True
1000080277,2,2,10,2026-01-25 02:00:00,2026-01-25 02:00:00,,2026-01-22,Customer 0194,100194,1602.1074,1603.3128,63388.5883,0.0,0.0,0.0,63388.5883,109780621,101164799.0466,101164799.0466,-8615821.95,-7.8482,False
1000026477,7,7,3,2026-01-29 02:00:00,2026-01-29 02:00:00,,2026-01-28,Customer 0171,100171,1329.0543,1328.8635,361046.698,0.0,0.0,0.0,361046.698,478309874,479850666.4172,479850666.4172,1540792.42,0.3221,False
1000022449,8,8,1,2026-02-19 02:00:00,2026-02-19 02:00:00,,2026-02-18,Customer 0149,100149,2203.7316,2202.7662,162894.8498,0.0,0.0,0.0,162894.8498,350362596,358976528.084,358976528.084,8613932.08,2.4586,False
1000054754,20,20,1,2026-01-25 02:00:00,2026-01-25 02:00:00,,2026-01-24,Customer 0359,100359,2145.3361,2146.011,143395.9391,0.0,0.0,0.0,143395.9391,308301269,307632484.6798,307632484.6798,-668784.32,-0.2169,False
1000044256,16,16,2,2026-02-20 02:00:00,2026-02-20 02:00:00,,2026-02-19,Customer 0288,100288,1727.2809,1728.5839,142991.1037,0.0,0.0,0.0,142991.1037,268145156,246985802.2252,246985802.2252,-21159353.77,-7.891,False
1000023595,10,10,6,2026-01-29 02:00:00,2026-01-29 02:00:00,,2026-01-28,Customer 0155,100155,1056.083,1055.3376,505190.6572,0.0,0.0,0.0,505190.6572,529740594.53,533523264.8038,533523264.8038,3782670.27,0.7141,False
1000062719,8,8,5,2026-01-15 02:00:00,2026-01-15 02:00:00,,2026-01-14,Customer 0415,100415,1590.2684,1589.3797,86592.5138,0.0,0.0,0.0,86592.5138,140318839,137705338.3853,137705338.3853,-2613500.61,-1.8625,False
1000009410,18,18,5,2026-01-12 02:00:00,2026-01-12 02:00:00,,2026-01-11,Customer 0061,100061,1608.2935,1607.9251,252748.0895,0.0,0.0,0.0,252748.0895,409217927,406493109.5059,406493109.5059,-2724817.49,-0.6659,False
1000078858,20,20,1,2026-01-25 02:00:00,2026-01-25 02:00:00,,2026-01-18,Customer 0095,100095,2119.0357,2119.9875,122917.266,0.0,0.0,0.0,122917.266,264272122,260640555.4404,260640555.4404,-3631566.56,-1.3742,False
1000074293,14,14,9,2026-01-23 02:00:00,2026-01-25 02:00:00,2026-01-25 02:00:00,2026-01-22,Institution 0484,100484,1470448.9559,1469552.7268,722.1111,0.0,0.0,0.0,722.1111,1051032758.9,1061827566.4316,1061827566.4316,10794807.53,1.0271,True
1000006247,16,16,6,2026-01-25 02:00:00,2026-01-25 02:00:00,,2026-01-24,Customer 0036,100036,1055.4034,1055.2262,355646.3489,0.0,0.0,0.0,355646.3489,373464231,375350365.8469,375350365.8469,1886134.85,0.505,False
1000016711,8,8,10,2026-02-01 02:00:00,2026-02-01 02:00:00,,2026-01-31,Customer 0111,100111,1510.0486,1509.1751,250339.4954,0.0,0.0,0.0,250339.4954,435771399,378024804.611,378024804.611,-57746594.39,-13.2516,False
1000081893,18,18,8,2026-01-25 02:00:00,2026-01-25 02:00:00,,2026-01-18,Customer 0304,100304,1202.6628,1203.5596,93141.9242,0.0,0.0,0.0,93141.9242,111770309,111661804.0337,111661804.0337,-108504.97,-0.0971,False
1000021042,13,13,6,2026-01-10 02:00:00,2026-01-10 02:00:00,,2026-01-09,Customer 0143,100143,1053.0738,1053.0872,339876.5613,0.0,0.0,0.0,339876.5613,356904377,357915101.9179,357915101.9179,1010724.92,0.2832,False
1000007439,4,4,3,2026-02-14 02:00:00,2026-02-14 02:00:00,,2026-02-13,Customer 0045,100045,1327.3225,1326.5381,362812.503,0.0,0.0,0.0,362812.503,481196492,481569198.5485,481569198.5485,372706.55,0.0775,False
1000047494,4,4,3,2026-02-02 02:00:00,2026-02-02 02:00:00,,2026-02-01,Customer 0313,100313,1317.6762,1316.4427,239135.164,0.0,0.0,0.0,239135.164,316938483,315102714.2012,315102714.2012,-1835768.8,-0.5792,False
1000056477,14,14,5,2026-01-23 02:00:00,2026-01-25 02:00:00,2026-01-25 02:00:00,2026-01-22,Customer 0372,100372,1608.1313,1607.3908,96550.0327,0.0,0.0,0.0,96550.0327,156414793,155265129.5421,155265129.5421,-1149663.46,-0.735,True
1000039187,15,15,5,2026-02-02 02:00:00,2026-02-02 02:00:00,,2026-02-01,Customer 0256,100256,1619.8864,1620.9851,163420.0798,0.0,0.0,0.0,163420.0798,264814068.38,264721964.8222,264721964.8222,-92103.56,-0.0348,False
1000028773,12,12,1,2026-02-09 02:00:00,2026-02-09 02:00:00,,2026-02-08,Customer 0187,100187,2105.9118,2107.3036,155943.0744,0.0,0.0,0.0,155943.0744,335277610,328402360.5464,328402360.5464,-6875249.45,-2.0506,False
1000040297,16,16,2,2026-01-08 02:00:00,2026-01-08 02:00:00,,2026-01-07,Customer 0263,100263,2006.1487,2004.974,152434.6302,0.0,0.0,0.0,152434.6302,285891149,305806535.2748,305806535.2748,19915386.27,6.9661,False
1000071974,13,13,4,2026-02-14 02:00:00,2026-02-14 02:00:00,,2026-02-13,Institution 0473,100473,1418.35,1418.3746,830289.9863,0.0,0.0,0.0,830289.9863,1170933864,1177641802.0192,1177641802.0192,6707938.02,0.5729,False
1000041443,6,6,5,2026-01-11 02:00:00,2026-01-11 02:00:00,,2026-01-10,Customer 0270,100270,1606.3541,1605.4663,65855.6494,0.0,0.0,0.0,65855.6494,106715787,105787492.3522,105787492.3522,-928294.65,-0.8699,False
1000016386,3,3,1,2026-02-07 02:00:00,2026-02-07 02:00:00,,2026-02-06,Customer 0110,100110,2056.8492,2055.0033,53037.9633,0.0,0.0,0.0,53037.9633,114031621,109091092.2924,109091092.2924,-4940528.71,-4.3326,False
1000077653,15,15,2,2026-01-25 02:00:00,2026-01-25 02:00:00,,2026-01-18,Customer 0007,100007,1906.0245,1907.1673,27200.0869,0.0,0.0,0.0,27200.0869,51013763,51585469.2612,51585469.2612,571706.26,1.1207,False
1000032205,11,11,4,2026-01-12 02:00:00,2026-01-12 02:00:00,,2026-01-11,Customer 0214,100214,1413.6482,1414.8833,277964.0143,0.0,0.0,0.0,277964.0143,391984853,392943328.5142,392943328.5142,958475.51,0.2445,False
1000070596,2,2,10,2026-02-12 02:00:00,2026-02-12 02:00:00,,2026-02-11,Customer 0464,100464,1448.7193,1449.067,25113.3799,0.0,0.0,0.0,25113.3799,42947596.44,36382238.1322,36382238.1322,-6565358.31,-15.2869,False
1000060538,11,11,3,2026-01-11 02:00:00,2026-01-11 02:00:00,,2026-01-10,Customer 0399,100399,1312.8582,1313.5741,232140.372,0.0,0.0,0.0,232140.372,307539983,304767390.9587,304767390.9587,-2772592.04,-0.9015,False
1000078789,12,12,6,2026-01-25 02:00:00,2026-01-25 02:00:00,,2026-01-16,Customer 0089,100089,1053.7002,1054.6734,54576.8022,0.0,0.0,0.0,54576.8022,57311100,57718460.144,57718460.144,407360.14,0.7108,False
1000068286,18,18,3,2026-01-04 02:00:00,2026-01-04 02:00:00,,2026-01-03,Customer 0448,100448,1315.4815,1314.7029,32941.8654,0.0,0.0,0.0,32941.8654,43672678,43334414.4556,43334414.4556,-338263.54,-0.7745,False
1000084323,7,7,9,2026-01-25 02:00:00,2026-01-25 02:00:00,,2026-01-22,Institution 0474,100474,1470448.9559,1471744.3693,1089.6015,0.0,0.0,0.0,1089.6015,1585914912.0,1604979042.327,1604979042.327,19064130.33,1.2021,False
1000021865,10,10,6,2026-01-23 02:00:00,2026-01-25 02:00:00,2026-01-25 02:00:00,2026-01-22,Customer 0146,100146,1054.9469,1053.9435,401379.6327,0.0,0.0,0.0,401379.6327,420949845,423434199.2715,423434199.2715,2484354.27,0.5902,True
1000002886,14,14,6,2026-02-18 02:00:00,2026-02-18 02:00:00,,2026-02-17,Customer 0015,100015,1062.3427,1062.5691,386398.0113,0.0,0.0,0.0,386398.0113,405371387,410487106.6423,410487106.6423,5115719.64,1.262,False
1000054360,2,2,1,2026-01-28 02:00:00,2026-01-28 02:00:00,,2026-01-27,Customer 0357,100357,2142.4166,2142.3873,50772.7084,0.0,0.0,0.0,50772.7084,109161323,108776293.2433,108776293.2433,-385029.76,-0.3527,False
1000084306,13,13,4,2026-01-25 02:00:00,2026-01-25 02:00:00,,2026-01-23,Institution 0473,100473,1423.1918,1423.7338,822132.7656,0.0,0.0,0.0,822132.7656,1159371626,1173160940.1746,1173160940.1746,13789314.17,1.1894,False
1000002479,18,18,7,2026-01-02 02:00:00,2026-01-02 02:00:00,,2026-01-01,Customer 0013,100013,1080.4866,1080.9807,245958.2023,0.0,0.0,0.0,245958.2023,265696348,265754541.7107,265754541.7107,58193.71,0.0219,False
1000083301,20,20,8,2026-01-25 02:00:00,2026-01-25 02:00:00,,2026-01-19,Customer 0404,100404,1204.5334,1205.2239,322838.8578,0.0,0.0,0.0,322838.8578,387321881,390171772.4951,390171772.4951,2849891.5,0.7358,False
1000030028,14,14,4,2026-02-20 02:00:00,2026-02-20 02:00:00,,2026-02-19,Customer 0199,100199,1416.5667,1416.4863,200181.5991,0.0,0.0,0.0,200181.5991,282296091,283570587.1868,283570587.1868,1274496.19,0.4515,False
1000017261,19,19,5,2026-01-26 02:00:00,2026-01-26 02:00:00,,2026-01-25,Customer 0117,100117,1589.1062,1590.3762,193087.04,0.0,0.0,0.0,193087.04,312453616,306835812.4422,306835812.4422,-5617803.56,-1.798,False
1000056236,19,19,2,2026-01-31 02:00:00,2026-01-31 02:00:00,,2026-01-30,Customer 0369,100369,1838.166,1837.5356,101081.8723,0.0,0.0,0.0,101081.8723,189853210,185805260.8761,185805260.8761,-4047949.12,-2.1321,False
1000062180,17,17,8,2026-01-16 02:00:00,2026-01-25 02:00:00,2026-01-25 02:00:00,2026-01-15,Customer 0410,100410,1202.2523,1202.6312,192733.7383,0.0,0.0,0.0,192733.7383,231031302,231714580.1588,231714580.1588,683278.16,0.2958,True
1000015591,15,15,5,2026-02-01 02:00:00,2026-02-01 02:00:00,,2026-01-31,Customer 0103,100103,1597.5224,1597.0089,176271.113,0.0,0.0,0.0,176271.113,285638525,281597051.4304,281597051.4304,-4041473.57,-1.4149,False
1000069187,17,17,3,2026-01-21 02:00:00,2026-01-25 02:00:00,2026-01-25 02:00:00,2026-01-20,Customer 0456,100456,1338.8929,1338.3966,231984.6865,0.0,0.0,0.0,231984.6865,307325952.55,310602649.6325,310602649.6325,3276697.08,1.0662,True
1000081456,13,13,6,2026-01-25 02:00:00,2026-01-25 02:00:00,,2026-01-15,Customer 0274,100274,1053.1683,1052.3275,194245.15,0.0,0.0,0.0,194245.15,203976832.06,204189545.2425,204189545.2425,212713.18,0.1043,False
1000022428,8,8,1,2026-01-29 02:00:00,2026-01-29 02:00:00,,2026-01-28,Customer 0149,100149,2128.2194,2129.0431,140062.686,0.0,0.0,0.0,140062.686,301134775,298084125.6603,298084125.6603,-3050649.34,-1.0131,False
1000059412,12,12,1,2026-01-06 02:00:00,2026-01-06 02:00:00,,2026-01-05,Customer 0393,100393,2059.8479,2060.6621,39586.0279,0.0,0.0,0.0,39586.0279,85109960,81541196.4535,81541196.4535,-3568763.55,-4.1931,False
1000010394,8,8,5,2026-02-08 02:00:00,2026-02-08 02:00:00,,2026-02-07,Customer 0068,100068,1603.4743,1602.2492,90592.7631,0.0,0.0,0.0,90592.7631,146801043,145263167.4311,145263167.4311,-1537875.57,-1.0476,False
1000077579,4,4,8,2026-01-25 02:00:00,2026-01-25 02:00:00,,2026-01-16,Customer 0003,100003,1204.2736,1204.6342,15680.6208,0.0,0.0,0.0,15680.6208,18816745,18791917.0486,18791917.0486,-24827.95,-0.1319,False
1000066954,19,19,4,2026-01-21 02:00:00,2026-01-25 02:00:00,2026-01-25 02:00:00,2026-01-20,Customer 0440,100440,1419.265,1419.9605,62506.0597,0.0,0.0,0.0,62506.0597,88237971,88712662.8766,88712662.8766,474691.88,0.538,True
1000043142,16,16,4,2026-02-14 02:00:00,2026-02-14 02:00:00,,2026-02-13,Customer 0282,100282,1418.35,1418.9194,279016.6912,0.0,0.0,0.0,279016.6912,393469338,395743324.0337,395743324.0337,2273986.03,0.5779,False
1000038914,20,20,8,2026-01-30 02:00:00,2026-01-30 02:00:00,,2026-01-29,Customer 0254,100254,1203.368,1202.7948,108263.5342,0.0,0.0,0.0,108263.5342,129916241,130280872.5831,130280872.5831,364631.58,0.2807,False
1000028111,16,16,5,2026-01-08 02:00:00,2026-01-08 02:00:00,,2026-01-07,Customer 0184,100184,1584.0136,1585.4422,76560.2117,0.0,0.0,0.0,76560.2117,124061995,121272416.5035,121272416.5035,-2789578.5,-2.2485,False
1000012608,13,13,3,2026-02-13 02:00:00,2026-02-13 02:00:00,,2026-02-12,Customer 0083,100083,1325.058,1326.1969,93587.8644,0.0,0.0,0.0,93587.8644,124025173.04,124009348.4403,124009348.4403,-15824.6,-0.0128,False
1000052655,20,20,6,2026-02-19 02:00:00,2026-02-19 02:00:00,,2026-02-18,Customer 0346,100346,1062.1766,1062.9618,463629.7791,0.0,0.0,0.0,463629.7791,486857631,492456702.3899,492456702.3899,5599071.39,1.15,False
1000061146,13,13,3,2026-01-19 02:00:00,2026-01-25 02:00:00,2026-01-25 02:00:00,2026-01-18,Customer 0403,100403,1335.3609,1335.1305,406670.4222,0.0,0.0,0.0,406670.4222,539039212,543051781.0122,543051781.0122,4012569.01,0.7444,True
1000078540,18,18,6,2026-01-25 02:00:00,2026-01-25 02:00:00,,2026-01-16,Customer 0072,100072,1053.7002,1054.5293,462094.9043,0.0,0.0,0.0,462094.9043,485245859,488792406.9379,488792406.9379,3546547.94,0.7309,False
1000045566,11,11,4,2026-01-30 02:00:00,2026-01-30 02:00:00,,2026-01-29,Customer 0297,100297,1418.7691,1419.6842,301972.4993,0.0,0.0,0.0,301972.4993,425967427,428429250.9858,428429250.9858,2461823.99,0.5779,False
1000020696,5,5,5,2026-01-24 02:00:00,2026-01-25 02:00:00,2026-01-25 02:00:00,2026-01-23,Customer 0140,100140,1611.2959,1611.6068,67467.7367,0.0,0.0,0.0,67467.7367,109328094,108710487.5911,108710487.5911,-617606.41,-0.5649,True
1000040295,16,16,2,2026-01-06 02:00:00,2026-01-06 02:00:00,,2026-01-05,Customer 0263,100263,2014.1701,2014.5964,152434.6302,0.0,0.0,0.0,152434.6302,285891149,307029274.4177,307029274.4177,21138125.42,7.3938,False
1000012076,10,10,7,2026-01-16 02:00:00,2026-01-25 02:00:00,2026-01-25 02:00:00,2026-01-15,Customer 0080,100080,1087.4116,1087.794,244141.6561,0.0,0.0,0.0,244141.6561,263734024,265482468.8843,265482468.8843,1748444.88,0.663,True
1000074289,14,14,9,2026-01-19 02:00:00,2026-01-25 02:00:00,2026-01-25 02:00:00,2026-01-18,Institution 0484,100484,1477077.0213,1475861.8858,722.1111,0.0,0.0,0.0,722.1111,1051032758.9,1066613766.2691,1066613766.2691,15581007.37,1.4824,True
1000079115,19,19,5,2026-01-25 02:00:00,2026-01-25 02:00:00,,2026-01-21,Customer 0117,100117,1594.8947,1594.5451,193087.04,0.0,0.0,0.0,193087.04,312453616,308006208.0651,308006208.0651,-4447407.93,-1.4234,False
1000009501,11,11,3,2026-02-15 02:00:00,2026-02-15 02:00:00,,2026-02-14,Customer 0062,100062,1330.2233,1331.091,340149.5629,0.0,0.0,0.0,340149.5629,450953283,452474874.0397,452474874.0397,1521591.04,0.3374,False
1000065446,1,1,6,2026-01-12 02:00:00,2026-01-12 02:00:00,,2026-01-11,Customer 0432,100432,1053.2208,1052.4032,43470.8494,0.0,0.0,0.0,43470.8494,45648739,45784402.8269,45784402.8269,135663.83,0.2972,False
1000011063,18,18,8,2026-02-18 02:00:00,2026-02-18 02:00:00,,2026-02-17,Customer 0074,100074,1217.6233,1217.416,401211.9213,0.0,0.0,0.0,401211.9213,480734137,488524983.6532,488524983.6532,7790846.65,1.6206,False
1000008045,2,2,6,2026-02-15 02:00:00,2026-02-15 02:00:00,,2026-02-14,Customer 0051,100051,1061.3917,1060.7801,349495.1794,0.0,0.0,0.0,349495.1794,367004887.88,370951282.6015,370951282.6015,3946394.72,1.0753,False
1000005912,16,16,2,2026-02-19 02:00:00,2026-02-19 02:00:00,,2026-02-18,Customer 0034,100034,1707.5548,1707.3721,118419.0049,0.0,0.0,0.0,118419.0049,221948691,202206940.1929,202206940.1929,-19741750.81,-8.8947,False
1000005564,18,18,5,2026-01-23 02:00:00,2026-01-25 02:00:00,2026-01-25 02:00:00,2026-01-22,Customer 0033,100033,1608.1313,1608.0334,162015.1629,0.0,0.0,0.0,162015.1629,262537470.65,260541654.4671,260541654.4671,-1995816.19,-0.7602,True
1000075767,1,1,6,2026-01-11 02:00:00,2026-01-11 02:00:00,,2026-01-10,Institution 0493,100493,1052.5269,1051.8769,4414093.9429,0.0,0.0,0.0,4414093.9429,4635240049.44,4645952614.0254,4645952614.0254,10712564.59,0.2311,False
1000080982,12,12,1,2026-01-25 02:00:00,2026-01-25 02:00:00,,2026-01-22,Customer 0243,100243,2162.5062,2162.8078,36503.9729,0.0,0.0,0.0,36503.9729,78287392,79307476.1273,79307476.1273,1020084.13,1.303,False
1000000317,4,4,4,2026-02-17 02:00:00,2026-02-17 02:00:00,,2026-02-16,Customer 0003,100003,1430.2319,1429.3064,248337.3588,0.0,0.0,0.0,248337.3588,349603102,355180012.5111,355180012.5111,5576910.51,1.5952,False
1000024951,18,18,7,2026-02-12 02:00:00,2026-02-12 02:00:00,,2026-02-11,Customer 0162,100162,1094.1241,1093.4998,68312.8373,0.0,0.0,0.0,68312.8373,73657796,74742721.6234,74742721.6234,1084925.62,1.4729,False
1000022091,12,12,5,2026-01-14 02:00:00,2026-01-14 02:00:00,,2026-01-13,Customer 0147,100147,1608.2291,1609.71,68165.3806,0.0,0.0,0.0,68165.3806,110458591,109625548.7002,109625548.7002,-833042.3,-0.7542,False
1000066076,8,8,2,2026-01-12 02:00:00,2026-01-12 02:00:00,,2026-01-11,Customer 0435,100435,1961.2882,1961.1526,53745.8854,0.0,0.0,0.0,53745.8854,100800408,105411170.7628,105411170.7628,4610762.76,4.5742,False
1000036742,13,13,8,2026-01-11 02:00:00,2026-01-11 02:00:00,,2026-01-10,Customer 0241,100241,1205.742,1204.5797,147620.24,0.0,0.0,0.0,147620.24,177144288,177991923.4181,177991923.4181,847635.42,0.4785,False
1000058586,10,10,7,2026-02-19 02:00:00,2026-02-19 02:00:00,,2026-02-18,Customer 0387,100387,1093.7679,1094.2977,337408.643,0.0,0.0,0.0,337408.643,364778959.4,369046742.9063,369046742.9063,4267783.5,1.17,False
1000060192,18,18,3,2026-01-25 02:00:00,2026-01-25 02:00:00,,2026-01-24,Customer 0396,100396,1330.5329,1331.1837,230559.2706,0.0,0.0,0.0,230559.2706,305663953,306766694.9354,306766694.9354,1102741.94,0.3608,False
